,genre_name,lyrics_cleaned
135,country,i keep a close watch on this heart of mine  i keep my eyes wide open all the time  i keep the ends out for the tie that binds  because youre mine  i walk the line  i find it very  very easy to be true  i find myself alone when each day is through  yes  ill admit that im a fool for you  because youre mine  i walk the line  as sure as night is dark and day is light  i keep you on my mind both day and night  and happiness ive known proves that its right  because youre mine  i walk the line  youve got a way to keep me on your side  you give me cause for love that i cant hide  for you i know id even try to turn the tide  because youre mine  i walk the line  i keep a close watch on this heart of mine  i keep my eyes wide open all the time  i keep the ends out for the tie that binds  because youre mine  i walk the line
136,country,i find it very  very easy to be true  i find myself alone when each day is through  yes  ill admit that im a fool for you  because youre mine  i walk the line  as sure as night is dark and day is light  i keep you on my mind both day and night  and happiness ive known proves that its right  because youre mine  i walk the line  youve got a way to keep me on your side  you give me cause for love that i cant hide  for you i know id even try to turn the tide  because youre mine  i walk the line  i keep a close watch on this heart of mine  i keep my eyes wide open all the time  i keep the ends out for the tie that binds  because youre mine  i walk the line  because youre mine  i walk the line 
137,country,i can rob a bank in an ol mustang  i could fight the cops with my bare two hands  end up in jail eatin microwave hell  but im a little smarter than that  i could even wait til the night got late  maybe with some fog and rain too  steal all the riches from them greedy sons of bitches  and send in my story to the news  then youd have somethin to talk about  tell em im jesse james  yeah well make em all believe it  nah there aint no doubt  that i will give you somethin to talk about  take to a bar and drink like a sailor and take home a married woman  tell her that i love her when her man walks in and puts a hollow point in my head  later on at the funeral everyone is cryin  i could bust out of the casket that my momma picked out  dance all around the jolly good fellow  well then youd have  then youd have  somethin to talk about  tell em ive gone insane  yeah well make em all believe it  nah there aint no doubt  that i will give you somethin to talk about  talk about  get to talkin  then youd have  somethin to talk about  tell em im strung on cocaine  yeah well make em all believe it  nah there aint no doubt  that i will give you somethin to  somethin to talk about  tell em im high as a plane  yeah well make em all believe it  nah there aint no doubt  that i will give you  somethin to talk about  yeah  yeah  somethin  somethin to talk about
138,country,looking out at the road rushing under my wheels  looking back at the years gone by like so many summer fields  in sixty five i was seventeen and running up one o one  i dont know where im running now  im just running on  running on   running on empty  running on   running blind  running on   running into the sun  but im running behind  gotta do what you can just to keep your love alive  trying not to confuse it with what you do to survive  in sixty nine i was twenty one and i called the road my own  i dont know when that road turned onto the road im on  running on   running on empty  running on   running blind  running on   running into the sun  but im running behind  everyone i know  everywhere i go  people need some reason to believe  i dont know about anyone but me  if it takes all night  thatll be all right  if i can get you to smile before i leave  looking out at the road rushing under my wheels  i dont know how to tell you all just how crazy this life feels  i look around for the friends that i used to turn to to pull me through  looking into their eyes i see them running too  running on   running on empty  running on   running blind  running on   running into the sun  but im running behind  honey you really tempt me  you know the way you look so kind  id love to stick around but im running behind  you know i dont even know what im hoping to find  running into the sun but im running behind
139,country,mississippi queen  if you know what i mean  mississippi queen  she taught me everything  way down around vicksburg  around louisiana way  lived a cajun lady  we called her mississippi queen  you know she was a dancer  she moved better on wine  while the rest of them dudes was a gettin their kicks  buddy  beg your pardon  i was getting mine  mississippi queen  if you know what i mean  mississippi queen  she taught me everything  this lady she asked me if i would be her man  you know that i told her id do what i can  to keep her looking pretty  buy her dresses that shine  while the rest of them dudes was a makin their bread  buddy  beg your pardon  i was losing mine  you know she was a dancer  she moved better on wine  while the rest of them dudes was gettin their kicks  brother  beg your pardon  now im getting mine  ohhhh  mississippi queen
140,country,people talkin bout what is and what aint country  what gives em the right to wear a pair of beat up boots   is it the size of your tires and your fires  or your wild ass buddies   well  give me a minute  let me hit you with some hometown truth  you could be a cowboy on the texas plain  or a plowboy waitin on the rain  were all a little different  but were all the same  everybody doin their own thing  i got my dirt road cred when i was 12  on a no cab tractor hauling em bales  backing in boats  fishing limb lines  running bird dogs through the georgia pines  step side covered down in peanut dust  friday night spotlighting  that was us  it might notve been you  but i cant judge  just be proud of what makes you country  does it run in your blood   did it come from your daddy and mama   were you converted by an alabama song on the radio   it feels so right  did you lock eyes with a little green eyed girl from jackson   tell me what got ya  i just gotta know  me  i got my sunday learning in a live oak church  silver queen corn in the backyard dirt  waiting for the fall to finally come along  so i can grab my gun and get my outside on  step side covered down in peanut dust  friday night spotlighting  that was us  it might notve been you  but i cant judge  just be proud of what makes you country  might be from a city or a little farm town  whatever kind of square that you drove around  do you wear it on your sleeve or keep it deep down   you know you gotta let it out  i got my dirt road cred back when i was 12  on a no cab tractor haulin em bales  backing in boats  fishing limb lines  running bird dogs through the georgia pines  step side covered down in peanut dust  friday night spotlighting  that was us  it might notve been you  but i aint judge  and just be proud of what makes you country  whatever makes you country  you do your kinda country  they doing their kind of country  i do my kind of country  whatever makes us country
141,country,people talkin bout what is and what aint country  what gives em the right to wear a pair of beat up boots   is it the size of your tires and your fires  or your wild ass buddies   well  give me a minute  let me hit you with some hometown truth  you could be a cowboy on the texas plain  or a plowboy waitin on the rain  were all a little different  but were all the same  everybody doin their own thing  i got my dirt road cred when i was 12  on a no cab tractor hauling em bales  backing in boats  fishing limb lines  running bird dogs through the georgia pines  step side covered down in peanut dust  friday night spotlighting  that was us  it might notve been you  but i cant judge  just be proud of what makes you country  does it run in your blood   did it come from your daddy and mama   were you converted by an alabama song on the radio   it feels so right  did you lock eyes with a little green eyed girl from jackson   tell me what got ya  i just gotta know  me  i got my sunday learning in a live oak church  silver queen corn in the backyard dirt  waiting for the fall to finally come along  so i can grab my gun and get my outside on  step side covered down in peanut dust  friday night spotlighting  that was us  it might notve been you  but i cant judge  just be proud of what makes you country  might be from a city or a little farm town  whatever kind of square that you drove around  do you wear it on your sleeve or keep it deep down   you know you gotta let it out  i got my dirt road cred back when i was 12  on a no cab tractor haulin em bales  backing in boats  fishing limb lines  running bird dogs through the georgia pines  step side covered down in peanut dust  friday night spotlighting  that was us  it might notve been you  but i aint judge  and just be proud of what makes you country  whatever makes you country  you do your kinda country  they doing their kind of country  i do my kind of country  whatever makes us country
142,country,thirty miles on the gulf stream  i hear the south wind moan  the bridges getting lower  shrimp boats coming home  the old man down in the quarter  slowly turns his head  takes a sip from his whiskey bottle  and this is what he said  i was born in the rain on the pontchartrain  underneath the louisiana moon  i dont mind the strain of a hurricane  they come around every june  high black water  a devils daughter  shes hard  shes cold and shes mean  but nobody taught her it takes a lot of water  to wash away new orleans  man came down from chicago  he gonna set that levee right  he says  it needs to be at least three feet higher
143,country,i see the sunrise creeping in  everything changes like the desert wind  here she comes and then shes gone again  im just a traveller on this earth  sure as my hearts behind the pocket of my shirt  ill just keep rolling till im in the dirt  cause im a traveller  oh  im a traveller  i couldnt tell you honey  i dont know  where im going but ive got to go  cause every turn reveals some other road  and im a traveller  oh  im a traveller  my heartbeats rhythm is a lonesome sound  just like the rubber turning on the ground  always lost and nowhere bound  when im gone  somebody else will have to feel this wrong  somebody else will have to sing this song  somebody else will have to sing along  sing along 
144,country,couple of cover charge stamps got her hand looking like a rainbow  in and out of every bar on a whim just like the wind blows  shes either a bachelorette or coming off a breakup  take a drunk girl home  shes bouncing like a pinball  singing every word she never knew  dancing with her eyes closed like shes the only one in the room  her hairs a perfect mess  falling out of that dress  take a drunk girl home  take a drunk girl home  let her sleep all alone  leave her keys on the counter your number by her phone  pick up her life she threw on the floor  leave the hall lights on walk out and lock the door  thats how she knows the difference between a boy and a man  take a drunk girl home  you leave her drive for a dive  you get something bad to eat  theyre singing closing time at that little bar across the street  then two by two strangers and lovers headed for the covers hooking up  that tv in your two bedroom sounds turned off  through the paper thin walls you can hear the neighbors cigarette cough  theres a million things you could be doing  but theres one thing youre damn sure glad you did  take a drunk girl home  let her sleep all alone  leave her keys on the counter your number by the phone  pick up her life she threw on the floor  leave the hall lights on walk out and lock the door  thats how you know the difference in a boy and a man  you take a drunk girl home  you took a drunk girl home  in the sober light of dawn  she left you a message she thanked you on the phone  cause you picked up her life she threw on the floor  and left the hall lights on walked out and locked the door  thats how she knows the difference between a boy and a man  take a drunk girl home  you take a drunk girl home  take a drunk girl home
145,country,yeah girl  been diggin on you  sippin on drink number two  tryin to come up with somethin smooth  and waitin on the right time to make my move  but i just cant wait no more  cant let you slip out that door  prettiest thing i ever seen before  got me spinnin around  i aint even on the dance floor  youre shakin that money maker  like a heart breaker  like your college major was  twistin and tearin up friday nights  love the way youre wearin those jeans so tight  i bet your kiss is a soul saver  my favorite flavor  want it now and later  i never seen nothin that i wanted so bad  girl  i gotta get me  gotta get me some of that  yeah gotta get me some of that  little more what you doin right there  swingin your hips and slingin your hair  side to side with your drink in the air  lord  have mercy  now  girl  i swear  gotta get your number in my phone  gotta get me some of you alone  we can worry bout it later on  right now just keep makin this my favorite song  youre shakin that money maker  like a heart breaker  like your college major was  twistin and tearin up friday nights  love the way youre wearin those jeans so tight  i bet your kiss is a soul saver  my favorite flavor  want it now and later  i never seen nothin that i wanted so bad  girl  i gotta get me  gotta get me some of that  some of that  yeah  gotta get me some of that  in my ride  by my side  down the highway  in the dark  in my arms  in your driveway  all because of that smile you threw my way  yeah girl you got a way of  shakin that money maker  like a heart breaker  like your college major was  twistin and tearin up friday nights  love the way youre wearin those jeans so tight  i bet your kiss is a soul saver  my favorite flavor  want it now and later  i never seen nothin that i wanted so bad  girl  i gotta get me  gotta get me some of that  gotta get me some of that  yeah  i gotta get me some of that  oh girl  i gotta get me some of that  oh yeah  i bet your kiss is a soul saver  my favorite flavor  i want it now and later
146,country,my daddy always told me to be aware of my surroundings  yeah  i got eyes all over this town  yeah  you got caught kissing another guitar picking  says youre the one hes singing about  well  i dont deal with bitches no more  yeah  i dont deal with bitches no more  i could call you crazy  curse your name  throw your shit out the door  but i dont deal with bitches no more  hold up  hey  i still believe in love  but not the kind youre making with every guy in this club  no one to blame but myself  i shouldve known you were with someone else  when i watched you give that just a friend a hug
147,country,baby  dont say no so quick  this aint about me tryin to see
148,country,i was just a normal guy  life was just a nine to five  with bills and pressure  piled up to the sky  she never asked  she knew id be  hangin with my wilder friends  looking for some other way to fly  and three days straight was no big feat  could get by with no food or sleep  and crazy was becoming my new norm  id pass out on the bedroom floor  and sleep right through the calm before the storm  my life was just an old routine  every day the same damn thing  i couldnt even tell i was alive  i tell you  the high cost of livin  aint nothing like the cost of livin high  that southern baptist parking lot  is where id go to smoke my pot  sit there in my pickup truck and pray  staring at that giant cross  just reminded me that i was lost  and it just never seemed to point the way  as soon as jesus turned his back  i find my way across the track  lookin just to score  another deal  with my back against that damn eight ball  i didnt have to think or talk  or feel  my life was just an old routine  every day the same damn thing  i couldnt even tell i was alive  i tell you  the high cost of livin  aint nothing like the cost of livin high  my whole life went through my head  layin in that motel bed  watchin as the cops kicked in the door  i had a job and a piece of land  my sweet wife was my best friend  but i traded that for cocaine and a whore  with my new found sobriety  ive got the time to sit and think  of all the things i had  and threw away  this prison is much colder than  that one that i was locked up in just yesterday  my life is just an old routine  every day the same damn thing  hell i cant even tell if im alive  i tell you  the high cost of livin  aint nothing like the cost of livin high  i tell you  the high cost of livin  aint nothing like the cost of livin high
149,country,hey  girl  im just a small town run around  i get my kicks out on the outskirts of town  i could never do it like a pretty city boy  im more a fishin in the dark nitty gritty boy  so lay back and let me paint you a picture  the way i wanna kiss you is  slow as the mississippi  strong as a fifth of whiskey  steady as a tom petty track  i wanna love  wanna love you like that  deeper than a sunset sky  sweeter than muscadine wine  all night til the sun comes back  i wanna love  wanna love  wanna love you like that  when im with you i can see down the road  girl  not just the gravel when were travelin on  girl  and im bettin that its gonna be a wild ride  but i promise that im gonna be there by your side  i think we got another memory in the makin  so  baby  lets take it  take it  i aint gonna do it like a pretty city boy  im a fishin in the dark nitty gritty boy  so let me love you  baby  i wanna love  wanna love  wanna love you like that  yeah  i could never do it like a pretty city boy  im a fishin in the dark nitty gritty boy
150,country,hey  girl  im just a small town run around  i get my kicks out on the outskirts of town  i could never do it like a pretty city boy  im more a fishin in the dark nitty gritty boy  so lay back and let me paint you a picture  the way i wanna kiss you is  slow as the mississippi  strong as a fifth of whiskey  steady as a tom petty track  i wanna love  wanna love you like that  deeper than a sunset sky  sweeter than muscadine wine  all night til the sun comes back  i wanna love  wanna love  wanna love you like that  when im with you i can see down the road  girl  not just the gravel when were travelin on  girl  and im bettin that its gonna be a wild ride  but i promise that im gonna be there by your side  i think we got another memory in the makin  so  baby  lets take it  take it  i aint gonna do it like a pretty city boy  im a fishin in the dark nitty gritty boy  so let me love you  baby  i wanna love  wanna love  wanna love you like that  yeah  i could never do it like a pretty city boy  im a fishin in the dark nitty gritty boy
151,country,i got a half a six pack of old milwaukee  and a half a bag of weed  i cant do it like i did when i was a kid  this is all im going to need  because i know you always worry about me drinking my dinner  but i dont do that anymore  i got me a sweet girl at home  shes keeping food on the table  every night she keeps me warm  so ive got me this piece of paper  and i got my favorite pen  i know its been a little while  and talkings not my style  so i just had to write my friend  hey im doing alright mamma  im ok  i know your late night talks with jesus  have helped me on my way  i know it wasnt always easy  raising my fathers son  and your son will be alright  if the shows keep coming  this old guitar and me are still strumming  i know you always knew i always took it way too far  but im doing alright now mamma  im doing alright now mamma  im doing alright now mamma  im doing ok  you remember the time i was stuck in l a    and i didnt have a job  and i didnt have a way to pay the bills that i racked up  yeah  you kept me from losing my truck  yeah  im a little better off now  than i was then  but its sure nice to see you calling me when  im out there on the road  yeah  you calling to say have a good show
152,country,i wasnt born for diggin deep holes  im not made for pavin long roads  i aint cut out to climb high line poles  but im pretty good at drinkin beer  im not the type to work in a bank  im no good at slappin on paint  dont have a knack for makin motors crank  no  but im pretty good at drinkin beer  so hand me one more  thats what im here for  im built for having a ball  i love the nightlife  i love my budlight  i like em cold and tall  i aint much for mowin thick grass  im too slow for workin too fast  i dont do windows so honey dont ask  but im pretty good at drinkin beer  a go getter maybe im not  im not known for doin a lot  but i do my best work when the weathers hot  im pretty good at drinkin beer  so hand me one more  thats what im here for  im built for having a ball  i love the nightlife  i love my budlight  i like em cold and tall  i wasnt born for diggin deep holes  im not made for pavin long roads  i aint cut out to climb high line poles  but im pretty good at drinkin beer  im pretty good at drinkin beer  so hand me one more boys  thats what im here for
153,country,i love the dimples in the small of your back  the way theyre speaking to me just like that  red wine made my imagination run  oh i can taste it on the tip of my tongue  let it run  let it roll  baby i am under your control  love me fast  kiss me slow  hang onto anything you can hold  its a long way down  to where i wanna go  its a long way down  to the center of your soul  its a long way down  and im a loaded gun  but i love your salt and sugar  on the tip of my tongue  girl  believe me when i say its true  nobody makes me feel the way you do  well i love you from the morning till the setting sun  yeah  i can taste the ocean on the tip of my tongue  let it run  let it roll  baby i am under your control  love me fast  kiss me slow  hang onto anything you can hold  its a long way down  to where i wanna go  its a long way down  to the center of your soul  its a long way down  and im a loaded gun  but i love your salt and sugar  on the tip of my tongue  yeah i love your salt and sugar  on the tip of my tongue  its a long way down  its a long way down  its a long way down  and im a loaded gun  but i love your salt and sugar  on the tip of my tongue  yeah i love your salt and sugar  on the tip of my tongue  i wanna love you till my days are done  i wanna tell you that i think that youre the one  oh  girl  you know when its all said and done  everything about yous on the tip of my tongue
154,country,woke up late today  and i still feel the sting of the pain  but i brushed my teeth anyway  i got dressed  through the mess  and put a smile on my face  i got a little bit stronger  riding in the car to work  and im trying to ignore the hurt  so i turned on the radio  stupid song made me think of you  i listened to it for a minute  but then i changed it  im getting a little bit stronger  just a little bit stronger  and im done hoping that we could work it out  im done with how it feels  spinning my wheels  letting you drag my heart around  and oh and im done thinking you could ever change  i know my heart will never be the same  but im telling myself ill be okay  even on my weakest days  i get a little bit stronger  it doesnt happen overnight  but you turn around and a months gone by  and you realize you havent cried  not giving you an hour or a second or another minute longer  im busy getting stronger  and im done hoping that we could work it out  im done with how it feels  spinning my wheels  letting you drag my heart around  and oh and im done thinking you could ever change  i know my heart will never be the same  but im telling myself ill be okay  even on my weakest days  i get a little bit stronger  i get a little bit stronger  getting along without you baby  im better off without you baby  how does it feel without me baby   im getting stronger without you baby  and im done hoping we could work it out  im done with how it feels  spinning my wheels  letting you drag my heart around  and oh and im done thinking you could ever change  i know my heart will never be the same  but im telling myself ill be okay  even on my weakest days  i get a little bit stronger  i get a little bit stronger  just a little bit stronger  a little bit  a little bit  a little bit stronger  get a little bit stronger 
155,country,she grew up in the city in a little subdivision  her daddy wore a tie  mama never fried a chicken  ballet  straight as  most likely to succeed  they bought her a car after graduation  sent her down south for some higher education  put her on the fast track to a law degree  now shes coming home to visit  holding the hand of a wild eyed boy  with a farmers tan  shes riding in the middle of his pickup truck  blaring charlie daniels  yelling  turn it up   they raised her up a lady but theres one thing  they couldnt avoid  ladies love country boys  you know mamas and daddies want better for their daughters  hope theyll settle down with a doctor or a lawyer  and their uptown  ball gown  hand me down royalty  they never understand why their princess falls  for some camouflage britches and a southern boy drawl  or why shes riding in the middle of a pickup truck  blaring hank jr  yelling  turn it up   they raised her up a lady but theres one thing  they couldnt avoid  ladies love country boys  you can train em  you can try to teach em  right from wrong but its still gonna turn em on  and they go riding in the middle of a pickup truck  blaring lynyrd skynyrd  yelling  turn it up   you can raise her up a lady but theres one thing  you just cant avoid  ladies love country boys  they love us country boys
156,country,you look out the window  while i look at you  sayin i dont know  would be like saying that the sky aint blue  and boots werent made for sitting by the door  since you dont wanna stay anymore  you can have your space  cowboy  i aint gonna fence you in  go on ride away  in your silverado  guess ill see you round again  i know my place  and it aint with you  sunsets fade  and love does too  yeah  we had our day in the sun  when a horse wants to run  there aint no sense in closing the gate  you can have your space  cowboy  after the gold rush  there aint no reason to stay  shoulda learned from the movies that good guys dont run away  but roads werent made to not go down  there aint room for both of us in this town  so you can have your space  cowboy  i aint gonna fence you in  go on ride away  in your silverado  ill see you around again  cause i know my place  and it aint with you  sunsets fade  and love does too  we had our day in the sun  when a horse wants to run  aint no sense in closing the gate  so you can have your space  you can have your space  cowboy  i aint gonna fence you in  go on ride away  in your silverado  ill see you around again  cause i know my place  and it aint with you  sunsets fade  and love does too  oh  we had our day in the sun  when a horse wants to run  aint no sense in closing the gate  you can have your space  yeah  you can have your space  you can have your space  cowboy
157,country,they called him crazy when they started out  said  seventeens too young to know what loves about
158,country,watchin cigarettes burn out  til all the neon gets turned out  i was so on fire for you it hurts how  fast that a cigarette can burn out  just watchin rivers run  down the side of my bottle  almost like its cryin my tears  i had the world on a string  and then i lost everything  and thats how i wound up here  watchin cigarettes burn out  til all the neon gets turned out  theres nothing left but empty glasses now  its all flashes now  smokin memory that aint nothin but ashes  in the low lights  these done me wrong songs hit me so right  i was so on fire for you it hurts how  fast that a cigarette can burn out  if you put your hands on the flame  youve got no right to complain  cause you know its gonna leave a mark  when the glow comes to an end  like scattered embers in the wind  leaves you lookin for a brand new spark  watchin cigarettes burn out  no  with every hit  im gonna quit  but who am i kiddin i just cant put you down  so i keep hangin around  watchin cigarettes burn out  til all the neon gets turned out  theres nothing left but empty glasses now  its all flashes now  smokin memory that aint nothin but ashes  in the low lights  these done me wrong songs hit me so right  i was so on fire for you it hurts how  fast that a cigarette can burn out  i was so on fire for you it hurts how  fast that a cigarette can burn out
159,country,dry lightning cracks across the skies  those storm clouds gather in her eyes  her daddy was a mean old mister  mama was an angel in the ground  the weather man called for a twister  she prayed blow it down  theres not enough rain in oklahoma  to wash the sins out of that house  theres not enough wind in oklahoma  to rip the nails out of the past  shatter every window til its all blown away  every brick  every board  every slamming door blown away  til theres nothing left standing  nothing left of yesterday  every tear soaked whiskey memory blown away  blown away  she heard those sirens screaming out  her daddy laid there passed out on the couch  she locked herself in the cellar  listened to the screaming of the wind  some people call it taking shelter  she called it sweet revenge  shatter every window til its all blown away  every brick  every board  every slamming door blown away  til theres nothing left standing  nothing left of yesterday  every tear soaked whiskey memory blown away  blown away  theres not enough rain in oklahoma  to wash the sins out of that house  theres not enough wind in oklahoma  to rip the nails out of the past  shatter every window til its all blown away  every brick  every board  every slamming door blown away  til theres nothing left standing  nothing left of yesterday  every tear soaked whiskey memory blown away  blown away  blown away  blown away  blown away  blown away
160,country,another friday night  theres a line of cars leaving  home teams got an out of towner  me  im sitting on the hood of mine drinking  im just a parking lot down and outer  under that high school bleacher  i drove that preachers daughter crazy  her mama was my homeroom teacher  and her dad was hell bent on saving me  yeah  im sure theres higher highs  where the high risers rise  but me  im gonna sit right here tonight  and  catch me a round here buzz  cause you aint round here none  keep putting em down here  nother round here  til my down goes up  lit up like that one stoplight  across from that welcome sign  ever since you caught that out there bug  i catch me a round here buzz  i never had big city eyes  hell  ive never been east of dallas  got no idea where you are now  or if you ever got that penthouse palace  no  scottys aint got no vibe  got no gas in his neon light  but hes got two for one til 2 00 tonight  catch me a round here buzz  cause you aint round here none  keep putting em down here  nother round here  til my down goes up  lit up like that one stoplight  across from that welcome sign  ever since you caught that out there bug  i catch me a round here buzz  catch me a round here buzz  cause you aint round here none  keep putting em down here  nother round here  til my down here  is lit up like that one stoplight  across from that welcome sign  ever since you caught that out there bug  i catch me a round here buzz  i catch me a round here buzz  round here buzz  i catch me a round here buzz
161,country,i aint watchin tv today  bad news  it can just stay away  if you aint got anything good to say  then shut your mouth  i got my windows down and my blinders on  radio set to my favorite song  all green lights on the road im on  and theres aint no doubt  im gettin them good vibes  im livin this good life  im breathin on gods time  and i aint gonna waste one breath  im soakin it all up  i got me a full cup  and there aint nothing spill it  nothin gonna kill it  wavin them worries goodbye  im feelin them good vibes  i aint tryna hear the negative  im just tryna change the narrative  hell  its simply imperative  and we all have a damn good time  im gettin them good vibes  im livin this good life  im breathin on gods time  and i aint gonna waste one breath  im soakin it all up  i got me a full cup  and there aint nothing spill it  nothin gonna kill it  wavin them worries goodbye  im feelin them good vibes  i gotta good girl  she got a good smile  i kiss her good morning  i kiss her goodnight  we keep it on the up  thats how we get down  so dont be comin around  unless you got them good vibes  im livin this good life  im breathin on gods time  and i aint gonna waste one breath  im soakin it all up  i got me a full cup  and there aint nothing spill it  nothin gonna kill it  wavin them worries goodbye  im feelin them good vibes  im breathin on gods time  and i aint gonna waste one breath  im soakin it all up  i got me a full cup  and there aint nothing spill it  nothin gonna kill it  wavin them worries goodbye  im feelin them good vibes  oh im feelin them good vibes  yeah
162,country,i had a dream about a burning house  you were stuck inside  i couldnt get you out  i laid beside you and pulled you close  and the two of us went up in smoke  love isnt all that it seems i did you wrong  ill stay here with you until this dream is gone  ive been sleepwalking  been wandering all night  trying to take whats lost and broke and make it right  ive been sleepwalking too close to the fire  but its the only place that i can hold you tight  in this burning house  see you at a party and you look the same  i could take you back but people dont ever change  wish that we could go back in time  id be the one you thought youd find  love isnt all that it seems i did you wrong  ill stay here with you until this dream is gone  ive been sleepwalking  been wandering all night  trying to take whats lost and broke and make it right  ive been sleepwalking too close to the fire  but its the only place that i can hold you tight  in this burning house  the flames are getting bigger now  in this burning house  i can hold on to you somehow  in this burning house  oh  and i dont wanna wake up  in this burning house  and ive been sleepwalking  been wandering all night  trying to take whats lost and broke and make it right  ive been sleepwalking too close to the fire  but its the only place that i can hold you tight  in this burning house
163,country,the kids screaming  phone ringing  dog barking at the mailman bringing  that stack of bills   overdue  good morning baby  how are you   got a half hour  quick shower  take a drink of milk but the milks gone sour  my funny face makes you laugh  twist the top on and i put it back  there goes the washing machine  baby  dont kick it  i promise ill fix it  long about a million other things  well  its ok  its so nice  its just another day in paradise  well  theres no place that  id rather be  well  its two hearts  and one dream  i wouldnt trade it for anything  and i ask the lord every night  for just another day in paradise  friday  youre late  guess well never make our dinner date  at the restaurant you start to cry  baby  well just improvise  well  plan b looks like  dominoes pizza in the candle light  then well tippy toe to our room  make a little love thats overdue  but somebody had a bad dream  mama and daddy  can meand my teddy  come in to sleep in between   yeah its ok  its so nice  its just another day in paradise  well  theres no place that  id rather be  well  its two hearts  and one dream  i wouldnt trade it for anything  and i ask the lord every night  for just another day in paradise  well  its ok  its so nice  its just another day in paradise  well  theres no place that  id rather be  two hearts  and one dream  i wouldnt trade it for anything  and i ask the lord every night  for just another day in paradise  for just another day in paradise  well  its the kids screaming  the phone ringing  just another day  well  its friday  youre late  oh yeah  its just another day in paradise
164,country,watcha know about thumping skeeters with your fingers  with a stringer full of keepers under thunderhead clouds   whatcha know about picking off a blackberry   little cherry skoal dip make the swelling go down  mmm girl  lucky for you im a two lane tour guide  mmm get your country boy heartbreaking certified  lets order up a couple longnecks  maybe take a two step or two  teach you how to yaw with a southern drawl  get you falling fore the night is through  and well park in it the boons  and catch a little moon tan  by the time you go back  and youll be city girl buzzin over country boy loving  tellin everybody that you know whatchu know about that  yeah whatchu know about that   whatchu know about that saturday summer  heat deep creek creeping down around a bend  and whatchu know about taking off what you bought at the mall  hang it all on a sycamore limb  mmm  we can get on out where the cowboy hats flow  mmm  whatcha know about a hillbilly backstroke   lets order up a couple longnecks  maybe take a two step or two  teach you how to yaw with a southern drawl  get you falling fore the night is through  and well park in it the boons  and catch a little moon tan  by the time you go back  and youll be city girl buzzin over country boy loving  tellin everybody that you know whatchu know about that  sippin on shiners  diners  sugar pies  bobbers and cane poles  kissing in the fireflies  bet you gonna smile when you get back home  and that nitty gritty song comes on on your phone  cause thats my ring tone  ha  you and me  yeah  lets order up a couple longnecks  maybe take a two step or two  teach you how to yaw with a southern drawl  get you falling fore the night is through  and well park in it the boons  and catch a little moon tan  by the time you go back  and youll be city girl buzzin over country boy loving  tellin everybody that you know whatchu know about that  yeah whatchu know about that   yeah whatchu know about that 
165,country,a couple of pretty flowers  is what i brought i to you  i saw you through a broken window  with a different point of view  you had signs of depression  from a long line of sin  and your face tells a story  bout the places you have been  i love you so  i thought you should know  and that muddy waters flowin  as you take my hand  past the creek down by the holler  through your daddies land  i could buy you a diamond  but i cannot change your world  cuz i aint got no money  youll never be my girl no no  i thought you should know  you was gonna be a singer  or be a movie star  but you cant catch no breaks baby  and hollywood is hard  now you work down at the time out  off 155  and youre dancing for your dollar  just tryin to stay alive  it hurts me so  i thought you should know  you feed your addiction  with your crystal meth  and i plea for your life  as it takes you to your death  you make your deal with the devil  as your looks begin to fade  i saw you laughin through the tears  as you slowly slipped away  i watched you go  i thought you should know  yeah i watched you go  i thought you should know  that cold rain is pourin  as they lower you in a grave  i can barely recognize you  in your fragile state  no more signs of depression  from a long time ago  i throw in a pretty flower  as they slowly laid you low  it was a rose  i thought you should know  yeah it was a rose  i thought you should know  a couple of pretty flowers is what i brought to you  i saw you through a broken window  with a different point of view 
166,country,mt  cheaha is my everest  and the coosa is my nile  alabamas where i was born and raised  and i think ill stay awhile  sing about sweet home  and dixie land delight  we tell stories about what goes on in montgomery at midnight  cause music row aint only in tennessee  so wont you bury me in dixie  beneath these alabama pines  or take me to tuscaloosa  plant me under the fifty yard line  put me in an old truck  a four door chevrolet  drive me down to guntersville  and park me by the lake  or take me to toomers corner  put me under and oak tree  give em toilet paper  till they mummify me  ill rest in peace if they  bury me in dixie  well lay me by my daddy  and my grandpa just the same  i want every headstone next to me  to read my last name  but take me back to jacksonville  drive me up mountain street  lead me into old paul snow  and show me to my seat  when god decides it time for us to meet  wont you bury me in dixie  where hard work is a plow  i wish robert e  lee could come back  and take a bow  take me to the flora bama  and set me up at the mullet toss  and everybody drinks on me and i dont care what it cost  or take me to talladega  spread my ashes in turn three  paint my casket black with a big ass number three  ill rest in peace  if they bury me in dixie  wont god bless alabama from sea to tennesse  ill rest in peace  if they bury me in dixie
